FIELD_1,FIELD_3,FIELD_4,FIELD_5,FIELD_6,FIELD_8
California,2011-12,2011,52,0-4 yr,0
California,2011-12,2012,1,0-4 yr,0
California,2011-12,2012,2,0-4 yr,0
California,2011-12,2012,3,0-4 yr,0.5
California,2011-12,2012,4,0-4 yr,0
California,2011-12,2012,5,0-4 yr,0
California,2011-12,2012,6,0-4 yr,1.5
California,2011-12,2012,7,0-4 yr,0.5
California,2011-12,2012,8,0-4 yr,1
California,2011-12,2012,9,0-4 yr,1
California,2011-12,2012,10,0-4 yr,2
California,2011-12,2012,11,0-4 yr,1.5
California,2011-12,2012,12,0-4 yr,2.5
California,2011-12,2012,13,0-4 yr,3
California,2011-12,2012,14,0-4 yr,0
California,2011-12,2012,15,0-4 yr,1.5
California,2011-12,2012,16,0-4 yr,0.5
California,2011-12,2012,17,0-4 yr,1
California,2011-12,2011,40,5-17 yr,0
California,2011-12,2011,41,5-17 yr,0
California,2011-12,2011,42,5-17 yr,0
California,2011-12,2011,43,5-17 yr,0
California,2011-12,2011,44,5-17 yr,0
California,2011-12,2011,45,5-17 yr,0
California,2011-12,2011,46,5-17 yr,0
California,2011-12,2011,47,5-17 yr,0
California,2011-12,2011,48,5-17 yr,0
California,2011-12,2011,49,5-17 yr,0
California,2011-12,2011,50,5-17 yr,0.2
California,2011-12,2011,51,5-17 yr,0
California,2011-12,2011,52,5-17 yr,0
California,2011-12,2012,1,5-17 yr,0
California,2011-12,2012,2,5-17 yr,0
California,2011-12,2012,3,5-17 yr,0
California,2011-12,2012,4,5-17 yr,0
California,2011-12,2012,5,5-17 yr,0.2
California,2011-12,2012,6,5-17 yr,0.2
California,2011-12,2012,7,5-17 yr,0
California,2011-12,2012,8,5-17 yr,0.2
California,2011-12,2012,9,5-17 yr,0.4
California,2011-12,2012,10,5-17 yr,0.6
California,2011-12,2012,11,5-17 yr,0.4
California,2011-12,2012,12,5-17 yr,1
California,2011-12,2012,13,5-17 yr,1
California,2011-12,2012,14,5-17 yr,0.4
California,2011-12,2012,15,5-17 yr,0.4
California,2011-12,2012,16,5-17 yr,0.6
California,2011-12,2012,17,5-17 yr,0.2
California,2011-12,2011,40,18-49 yr,0
California,2011-12,2011,41,18-49 yr,0
California,2011-12,2011,42,18-49 yr,0
California,2011-12,2011,43,18-49 yr,0
California,2011-12,2011,44,18-49 yr,0
California,2011-12,2011,45,18-49 yr,0.1
California,2011-12,2011,46,18-49 yr,0
California,2011-12,2011,47,18-49 yr,0
California,2011-12,2011,48,18-49 yr,0.1
California,2011-12,2011,49,18-49 yr,0.1
California,2011-12,2011,50,18-49 yr,0
California,2011-12,2011,51,18-49 yr,0.1
California,2011-12,2011,52,18-49 yr,0.1
California,2011-12,2012,1,18-49 yr,0
California,2011-12,2012,2,18-49 yr,0
California,2011-12,2012,3,18-49 yr,0
California,2011-12,2012,4,18-49 yr,0.1
California,2011-12,2012,5,18-49 yr,0.2
California,2011-12,2012,6,18-49 yr,0
California,2011-12,2012,7,18-49 yr,0.3
California,2011-12,2012,8,18-49 yr,0.2
California,2011-12,2012,9,18-49 yr,0.3
California,2011-12,2012,10,18-49 yr,0.2
California,2011-12,2012,11,18-49 yr,1
California,2011-12,2012,12,18-49 yr,0.6
California,2011-12,2012,13,18-49 yr,0.6
California,2011-12,2012,14,18-49 yr,0.4
California,2011-12,2012,15,18-49 yr,0.3
California,2011-12,2012,16,18-49 yr,0.2
California,2011-12,2012,17,18-49 yr,0.2
California,2011-12,2011,40,50-64 yr,0
California,2011-12,2011,41,50-64 yr,0
California,2011-12,2011,42,50-64 yr,0
California,2011-12,2011,43,50-64 yr,0.2
California,2011-12,2011,44,50-64 yr,0
California,2011-12,2011,45,50-64 yr,0
California,2011-12,2011,46,50-64 yr,0
California,2011-12,2011,47,50-64 yr,0
California,2011-12,2011,48,50-64 yr,0
California,2011-12,2011,49,50-64 yr,0
California,2011-12,2011,50,50-64 yr,0
California,2011-12,2011,51,50-64 yr,0
California,2011-12,2011,52,50-64 yr,0.6
California,2011-12,2012,1,50-64 yr,0.5
California,2011-12,2012,2,50-64 yr,0.2
California,2011-12,2012,3,50-64 yr,0.2
California,2011-12,2012,4,50-64 yr,0.3
California,2011-12,2012,5,50-64 yr,0.8
California,2011-12,2012,6,50-64 yr,0
California,2011-12,2012,7,50-64 yr,0.5
California,2011-12,2012,8,50-64 yr,0.6
California,2011-12,2012,9,50-64 yr,1.1
California,2011-12,2012,10,50-64 yr,1.1
California,2011-12,2012,11,50-64 yr,1.4
California,2011-12,2012,12,50-64 yr,1.1
California,2011-12,2012,13,50-64 yr,2.6
California,2011-12,2012,14,50-64 yr,0.6
California,2011-12,2012,15,50-64 yr,2
California,2011-12,2012,16,50-64 yr,0.5
California,2011-12,2012,17,50-64 yr,0.3
California,2011-12,2011,40,65+ yr,0
California,2011-12,2011,41,65+ yr,0
California,2011-12,2011,42,65+ yr,0
California,2011-12,2011,43,65+ yr,0
California,2011-12,2011,44,65+ yr,0
California,2011-12,2011,45,65+ yr,0
California,2011-12,2011,46,65+ yr,0
California,2011-12,2011,47,65+ yr,0.2
California,2011-12,2011,48,65+ yr,0
California,2011-12,2011,49,65+ yr,0
California,2011-12,2011,50,65+ yr,0
California,2011-12,2011,51,65+ yr,0.2
California,2011-12,2011,52,65+ yr,0.7
California,2011-12,2012,1,65+ yr,1.2
California,2011-12,2012,2,65+ yr,1.2
California,2011-12,2012,3,65+ yr,0.9
California,2011-12,2012,4,65+ yr,1.9
California,2011-12,2012,5,65+ yr,2.6
California,2011-12,2012,6,65+ yr,1.2
California,2011-12,2012,7,65+ yr,2.4
California,2011-12,2012,8,65+ yr,2.4
California,2011-12,2012,9,65+ yr,3.8
California,2011-12,2012,10,65+ yr,5.4
California,2011-12,2012,11,65+ yr,7.6
California,2011-12,2012,12,65+ yr,6.6
California,2011-12,2012,13,65+ yr,5.9
California,2011-12,2012,14,65+ yr,3.3
California,2011-12,2012,15,65+ yr,3.3
California,2011-12,2012,16,65+ yr,4
California,2011-12,2012,17,65+ yr,2.4
California,2011-12,2011,40,Overall,0
California,2011-12,2011,41,Overall,0
California,2011-12,2011,42,Overall,0
California,2011-12,2011,43,Overall,0
California,2011-12,2011,44,Overall,0
California,2011-12,2011,45,Overall,0
California,2011-12,2011,46,Overall,0
California,2011-12,2011,47,Overall,0
California,2011-12,2011,48,Overall,0.1
California,2011-12,2011,49,Overall,0.1
California,2011-12,2011,50,Overall,0
California,2011-12,2011,51,Overall,0.1
California,2011-12,2011,52,Overall,0.3
California,2011-12,2012,1,Overall,0.2
California,2011-12,2012,2,Overall,0.2
California,2011-12,2012,3,Overall,0.2
California,2011-12,2012,4,Overall,0.3
California,2011-12,2012,5,Overall,0.6
California,2011-12,2012,6,Overall,0.3
California,2011-12,2012,7,Overall,0.6
California,2011-12,2012,8,Overall,0.6
California,2011-12,2012,9,Overall,0.9
California,2011-12,2012,10,Overall,1.2
California,2011-12,2012,11,Overall,1.8
California,2011-12,2012,12,Overall,1.6
California,2011-12,2012,13,Overall,1.8
California,2011-12,2012,14,Overall,0.8
California,2011-12,2012,15,Overall,1.1
California,2011-12,2012,16,Overall,0.8
California,2011-12,2012,17,Overall,0.5
California,2012-13,2012,40,0-4 yr,0
California,2012-13,2012,41,0-4 yr,0
California,2012-13,2012,42,0-4 yr,0
California,2012-13,2012,43,0-4 yr,0
California,2012-13,2012,44,0-4 yr,0.5
California,2012-13,2012,45,0-4 yr,0
California,2012-13,2012,46,0-4 yr,0
California,2012-13,2012,47,0-4 yr,0
California,2012-13,2012,48,0-4 yr,0
California,2012-13,2012,49,0-4 yr,0
California,2012-13,2012,50,0-4 yr,0
California,2012-13,2012,51,0-4 yr,1
California,2012-13,2012,52,0-4 yr,1
California,2012-13,2013,1,0-4 yr,1
California,2012-13,2013,2,0-4 yr,3
California,2012-13,2013,3,0-4 yr,4.5
California,2012-13,2013,4,0-4 yr,6.5
California,2012-13,2013,5,0-4 yr,5.5
California,2012-13,2013,6,0-4 yr,3.5
California,2012-13,2013,7,0-4 yr,2.5
California,2012-13,2013,8,0-4 yr,2
California,2012-13,2013,9,0-4 yr,2.5
California,2012-13,2013,10,0-4 yr,0
California,2012-13,2013,11,0-4 yr,0.5
California,2012-13,2013,12,0-4 yr,3.5
California,2012-13,2013,13,0-4 yr,1.5
California,2012-13,2013,14,0-4 yr,0.5
California,2012-13,2013,15,0-4 yr,0
California,2012-13,2013,16,0-4 yr,1
California,2012-13,2013,17,0-4 yr,0.5
California,2012-13,2012,40,5-17 yr,0.2
California,2012-13,2012,41,5-17 yr,0
California,2012-13,2012,42,5-17 yr,0
California,2012-13,2012,43,5-17 yr,0
California,2012-13,2012,44,5-17 yr,0
California,2012-13,2012,45,5-17 yr,0
California,2012-13,2012,46,5-17 yr,0
California,2012-13,2012,47,5-17 yr,0
California,2012-13,2012,48,5-17 yr,0.2
California,2012-13,2012,49,5-17 yr,0.2
California,2012-13,2012,50,5-17 yr,0
California,2012-13,2012,51,5-17 yr,0
California,2012-13,2012,52,5-17 yr,0
California,2012-13,2013,1,5-17 yr,0
California,2012-13,2013,2,5-17 yr,0.4
California,2012-13,2013,3,5-17 yr,0.8
California,2012-13,2013,4,5-17 yr,1
California,2012-13,2013,5,5-17 yr,1.2
California,2012-13,2013,6,5-17 yr,0.8
California,2012-13,2013,7,5-17 yr,0.4
California,2012-13,2013,8,5-17 yr,0.6
California,2012-13,2013,9,5-17 yr,0
California,2012-13,2013,10,5-17 yr,0.2
California,2012-13,2013,11,5-17 yr,0
California,2012-13,2013,12,5-17 yr,0.4
California,2012-13,2013,13,5-17 yr,0.6
California,2012-13,2013,14,5-17 yr,0.4
California,2012-13,2013,15,5-17 yr,0.2
California,2012-13,2013,16,5-17 yr,0
California,2012-13,2013,17,5-17 yr,0.2
California,2012-13,2012,40,18-49 yr,0
California,2012-13,2012,41,18-49 yr,0
California,2012-13,2012,42,18-49 yr,0
California,2012-13,2012,43,18-49 yr,0
California,2012-13,2012,44,18-49 yr,0
California,2012-13,2012,45,18-49 yr,0
California,2012-13,2012,46,18-49 yr,0
California,2012-13,2012,47,18-49 yr,0
California,2012-13,2012,48,18-49 yr,0
California,2012-13,2012,49,18-49 yr,0
California,2012-13,2012,50,18-49 yr,0.1
California,2012-13,2012,51,18-49 yr,0
California,2012-13,2012,52,18-49 yr,0.1
California,2012-13,2013,1,18-49 yr,0.6
California,2012-13,2013,2,18-49 yr,0.7
California,2012-13,2013,3,18-49 yr,1.3
California,2012-13,2013,4,18-49 yr,2.1
California,2012-13,2013,5,18-49 yr,1.4
California,2012-13,2013,6,18-49 yr,1.4
California,2012-13,2013,7,18-49 yr,0.9
California,2012-13,2013,8,18-49 yr,0.9
California,2012-13,2013,9,18-49 yr,0.4
California,2012-13,2013,10,18-49 yr,0.5
California,2012-13,2013,11,18-49 yr,0.3
California,2012-13,2013,12,18-49 yr,0.1
California,2012-13,2013,13,18-49 yr,0.1
California,2012-13,2013,14,18-49 yr,0.1
California,2012-13,2013,15,18-49 yr,0.1
California,2012-13,2013,16,18-49 yr,0.1
California,2012-13,2013,17,18-49 yr,0.1
California,2012-13,2012,40,50-64 yr,0
California,2012-13,2012,41,50-64 yr,0
California,2012-13,2012,42,50-64 yr,0
California,2012-13,2012,43,50-64 yr,0
California,2012-13,2012,44,50-64 yr,0
California,2012-13,2012,45,50-64 yr,0
California,2012-13,2012,46,50-64 yr,0.1
California,2012-13,2012,47,50-64 yr,0
California,2012-13,2012,48,50-64 yr,0.1
California,2012-13,2012,49,50-64 yr,0.1
California,2012-13,2012,50,50-64 yr,0.4
California,2012-13,2012,51,50-64 yr,0
California,2012-13,2012,52,50-64 yr,0.4
California,2012-13,2013,1,50-64 yr,1
California,2012-13,2013,2,50-64 yr,1
California,2012-13,2013,3,50-64 yr,2.7
California,2012-13,2013,4,50-64 yr,4.8
California,2012-13,2013,5,50-64 yr,5.2
California,2012-13,2013,6,50-64 yr,2.8
California,2012-13,2013,7,50-64 yr,3.1
California,2012-13,2013,8,50-64 yr,2.2
California,2012-13,2013,9,50-64 yr,1.2
California,2012-13,2013,10,50-64 yr,0.4
California,2012-13,2013,11,50-64 yr,0.3
California,2012-13,2013,12,50-64 yr,0
California,2012-13,2013,13,50-64 yr,0.7
California,2012-13,2013,14,50-64 yr,0.1
California,2012-13,2013,15,50-64 yr,0.4
California,2012-13,2013,16,50-64 yr,0.1
California,2012-13,2013,17,50-64 yr,0
California,2012-13,2012,40,65+ yr,0
California,2012-13,2012,41,65+ yr,0.2
California,2012-13,2012,42,65+ yr,0
California,2012-13,2012,43,65+ yr,0
California,2012-13,2012,44,65+ yr,0
California,2012-13,2012,45,65+ yr,0.5
California,2012-13,2012,46,65+ yr,0
California,2012-13,2012,47,65+ yr,0.2
California,2012-13,2012,48,65+ yr,0.2
California,2012-13,2012,49,65+ yr,0
California,2012-13,2012,50,65+ yr,0.2
California,2012-13,2012,51,65+ yr,1.8
California,2012-13,2012,52,65+ yr,2.5
California,2012-13,2013,1,65+ yr,6.6
California,2012-13,2013,2,65+ yr,11.8
California,2012-13,2013,3,65+ yr,13.3
California,2012-13,2013,4,65+ yr,26.9
California,2012-13,2013,5,65+ yr,16.3
California,2012-13,2013,6,65+ yr,16.5
California,2012-13,2013,7,65+ yr,16.7
California,2012-13,2013,8,65+ yr,10.4
California,2012-13,2013,9,65+ yr,12.4
California,2012-13,2013,10,65+ yr,8.4
California,2012-13,2013,11,65+ yr,4.5
California,2012-13,2013,12,65+ yr,2.5
California,2012-13,2013,13,65+ yr,0.5
California,2012-13,2013,14,65+ yr,0.9
California,2012-13,2013,15,65+ yr,0.7
California,2012-13,2013,16,65+ yr,0.7
California,2012-13,2013,17,65+ yr,0
California,2012-13,2012,40,Overall,0
California,2012-13,2012,41,Overall,0
California,2012-13,2012,42,Overall,0
California,2012-13,2012,43,Overall,0
California,2012-13,2012,44,Overall,0
California,2012-13,2012,45,Overall,0.1
California,2012-13,2012,46,Overall,0
California,2012-13,2012,47,Overall,0
California,2012-13,2012,48,Overall,0.1
California,2012-13,2012,49,Overall,0.1
California,2012-13,2012,50,Overall,0.1
California,2012-13,2012,51,Overall,0.3
California,2012-13,2012,52,Overall,0.5
California,2012-13,2013,1,Overall,1.4
California,2012-13,2013,2,Overall,2.3
California,2012-13,2013,3,Overall,3.2
California,2012-13,2013,4,Overall,5.9
California,2012-13,2013,5,Overall,4.2
California,2012-13,2013,6,Overall,3.6
California,2012-13,2013,7,Overall,3.4
California,2012-13,2013,8,Overall,2.4
California,2012-13,2013,9,Overall,2.2
California,2012-13,2013,10,Overall,1.4
California,2012-13,2013,11,Overall,0.8
California,2012-13,2013,12,Overall,0.6
California,2012-13,2013,13,Overall,0.4
California,2012-13,2013,14,Overall,0.3
California,2012-13,2013,15,Overall,0.2
California,2012-13,2013,16,Overall,0.2
California,2012-13,2013,17,Overall,0.1
California,2013-14,2013,40,0-4 yr,1
California,2013-14,2013,41,0-4 yr,0
California,2013-14,2013,42,0-4 yr,0.5
California,2013-14,2013,43,0-4 yr,0
California,2013-14,2013,44,0-4 yr,0.5
California,2013-14,2013,45,0-4 yr,0.5
California,2013-14,2013,46,0-4 yr,0.5
California,2013-14,2013,47,0-4 yr,0
California,2013-14,2013,48,0-4 yr,1
California,2013-14,2013,49,0-4 yr,1
California,2013-14,2013,50,0-4 yr,1
California,2013-14,2013,51,0-4 yr,0.5
California,2013-14,2013,52,0-4 yr,2
California,2013-14,2014,1,0-4 yr,3
California,2013-14,2014,2,0-4 yr,5
California,2013-14,2014,3,0-4 yr,4.5
California,2013-14,2014,4,0-4 yr,4.5
California,2013-14,2014,5,0-4 yr,1.5
California,2013-14,2014,6,0-4 yr,3.5
California,2013-14,2014,7,0-4 yr,0
California,2013-14,2014,8,0-4 yr,1.5
California,2013-14,2014,9,0-4 yr,1
California,2013-14,2014,10,0-4 yr,2
California,2013-14,2014,11,0-4 yr,0
California,2013-14,2014,12,0-4 yr,0.5
California,2013-14,2014,13,0-4 yr,1
California,2013-14,2014,14,0-4 yr,0.5
California,2013-14,2014,15,0-4 yr,0.5
California,2013-14,2014,16,0-4 yr,0.5
California,2013-14,2014,17,0-4 yr,1.5
California,2013-14,2013,40,5-17 yr,0
California,2013-14,2013,41,5-17 yr,0
California,2013-14,2013,42,5-17 yr,0
California,2013-14,2013,43,5-17 yr,0
California,2013-14,2013,44,5-17 yr,0
California,2013-14,2013,45,5-17 yr,0
California,2013-14,2013,46,5-17 yr,0
California,2013-14,2013,47,5-17 yr,0
California,2013-14,2013,48,5-17 yr,0
California,2013-14,2013,49,5-17 yr,0
California,2013-14,2013,50,5-17 yr,0
California,2013-14,2013,51,5-17 yr,0
California,2013-14,2013,52,5-17 yr,0.8
California,2013-14,2014,1,5-17 yr,1
California,2013-14,2014,2,5-17 yr,0.6
California,2013-14,2014,3,5-17 yr,0.6
California,2013-14,2014,4,5-17 yr,1.2
California,2013-14,2014,5,5-17 yr,1.2
California,2013-14,2014,6,5-17 yr,0.4
California,2013-14,2014,7,5-17 yr,0
California,2013-14,2014,8,5-17 yr,0
California,2013-14,2014,9,5-17 yr,0
California,2013-14,2014,10,5-17 yr,0.2
California,2013-14,2014,11,5-17 yr,0.2
California,2013-14,2014,12,5-17 yr,0
California,2013-14,2014,13,5-17 yr,0
California,2013-14,2014,14,5-17 yr,0
California,2013-14,2014,15,5-17 yr,0
California,2013-14,2014,16,5-17 yr,0
California,2013-14,2014,17,5-17 yr,0
California,2013-14,2013,40,18-49 yr,0
California,2013-14,2013,41,18-49 yr,0
California,2013-14,2013,42,18-49 yr,0
California,2013-14,2013,43,18-49 yr,0
California,2013-14,2013,44,18-49 yr,0
California,2013-14,2013,45,18-49 yr,0
California,2013-14,2013,46,18-49 yr,0.1
California,2013-14,2013,47,18-49 yr,0.1
California,2013-14,2013,48,18-49 yr,0.1
California,2013-14,2013,49,18-49 yr,0.2
California,2013-14,2013,50,18-49 yr,0.4
California,2013-14,2013,51,18-49 yr,0.7
California,2013-14,2013,52,18-49 yr,1.1
California,2013-14,2014,1,18-49 yr,2.3
California,2013-14,2014,2,18-49 yr,2.9
California,2013-14,2014,3,18-49 yr,2.2
California,2013-14,2014,4,18-49 yr,1.6
California,2013-14,2014,5,18-49 yr,1.1
California,2013-14,2014,6,18-49 yr,0.7
California,2013-14,2014,7,18-49 yr,0.2
California,2013-14,2014,8,18-49 yr,0
California,2013-14,2014,9,18-49 yr,0.2
California,2013-14,2014,10,18-49 yr,0
California,2013-14,2014,11,18-49 yr,0
California,2013-14,2014,12,18-49 yr,0.1
California,2013-14,2014,13,18-49 yr,0
California,2013-14,2014,14,18-49 yr,0
California,2013-14,2014,15,18-49 yr,0
California,2013-14,2014,16,18-49 yr,0
California,2013-14,2014,17,18-49 yr,0
California,2013-14,2013,40,50-64 yr,0
California,2013-14,2013,41,50-64 yr,0.1
California,2013-14,2013,42,50-64 yr,0
California,2013-14,2013,43,50-64 yr,0.1
California,2013-14,2013,44,50-64 yr,0
California,2013-14,2013,45,50-64 yr,0
California,2013-14,2013,46,50-64 yr,0.1
California,2013-14,2013,47,50-64 yr,0.1
California,2013-14,2013,48,50-64 yr,0.3
California,2013-14,2013,49,50-64 yr,0.6
California,2013-14,2013,50,50-64 yr,0.6
California,2013-14,2013,51,50-64 yr,1.5
California,2013-14,2013,52,50-64 yr,3.8
California,2013-14,2014,1,50-64 yr,6
California,2013-14,2014,2,50-64 yr,7.2
California,2013-14,2014,3,50-64 yr,5.1
California,2013-14,2014,4,50-64 yr,4.1
California,2013-14,2014,5,50-64 yr,3.1
California,2013-14,2014,6,50-64 yr,2.6
California,2013-14,2014,7,50-64 yr,1
California,2013-14,2014,8,50-64 yr,0.3
California,2013-14,2014,9,50-64 yr,0
California,2013-14,2014,10,50-64 yr,0
California,2013-14,2014,11,50-64 yr,0
California,2013-14,2014,12,50-64 yr,0.1
California,2013-14,2014,13,50-64 yr,0
California,2013-14,2014,14,50-64 yr,0
California,2013-14,2014,15,50-64 yr,0
California,2013-14,2014,16,50-64 yr,0.1
California,2013-14,2014,17,50-64 yr,0.1
California,2013-14,2013,40,65+ yr,0
California,2013-14,2013,41,65+ yr,0
California,2013-14,2013,42,65+ yr,0.4
California,2013-14,2013,43,65+ yr,0.4
California,2013-14,2013,44,65+ yr,0
California,2013-14,2013,45,65+ yr,0.4
California,2013-14,2013,46,65+ yr,0
California,2013-14,2013,47,65+ yr,0.2
California,2013-14,2013,48,65+ yr,0.4
California,2013-14,2013,49,65+ yr,0.4
California,2013-14,2013,50,65+ yr,0.9
California,2013-14,2013,51,65+ yr,2.8
California,2013-14,2013,52,65+ yr,6.9
California,2013-14,2014,1,65+ yr,8.5
California,2013-14,2014,2,65+ yr,11.5
California,2013-14,2014,3,65+ yr,10
California,2013-14,2014,4,65+ yr,7.2
California,2013-14,2014,5,65+ yr,5.4
California,2013-14,2014,6,65+ yr,4.6
California,2013-14,2014,7,65+ yr,1.7
California,2013-14,2014,8,65+ yr,2.2
California,2013-14,2014,9,65+ yr,0.9
California,2013-14,2014,10,65+ yr,0.7
California,2013-14,2014,11,65+ yr,0.9
California,2013-14,2014,12,65+ yr,0.7
California,2013-14,2014,13,65+ yr,0
California,2013-14,2014,14,65+ yr,0.7
California,2013-14,2014,15,65+ yr,0
California,2013-14,2014,16,65+ yr,0
California,2013-14,2014,17,65+ yr,0.4
California,2013-14,2013,40,Overall,0.1
California,2013-14,2013,41,Overall,0
California,2013-14,2013,42,Overall,0.1
California,2013-14,2013,43,Overall,0.1
California,2013-14,2013,44,Overall,0
California,2013-14,2013,45,Overall,0.1
California,2013-14,2013,46,Overall,0.1
California,2013-14,2013,47,Overall,0.1
California,2013-14,2013,48,Overall,0.2
California,2013-14,2013,49,Overall,0.3
California,2013-14,2013,50,Overall,0.5
California,2013-14,2013,51,Overall,1
California,2013-14,2013,52,Overall,2.4
California,2013-14,2014,1,Overall,3.7
California,2013-14,2014,2,Overall,4.6
California,2013-14,2014,3,Overall,3.7
California,2013-14,2014,4,Overall,2.9
California,2013-14,2014,5,Overall,2.1
California,2013-14,2014,6,Overall,1.7
California,2013-14,2014,7,Overall,0.5
California,2013-14,2014,8,Overall,0.4
California,2013-14,2014,9,Overall,0.3
California,2013-14,2014,10,Overall,0.2
California,2013-14,2014,11,Overall,0.1
California,2013-14,2014,12,Overall,0.2
California,2013-14,2014,13,Overall,0.1
California,2013-14,2014,14,Overall,0.1
California,2013-14,2014,15,Overall,0
California,2013-14,2014,16,Overall,0.1
California,2013-14,2014,17,Overall,0.2
California,2014-15,2014,40,0-4 yr,0.5
California,2014-15,2014,41,0-4 yr,0
California,2014-15,2014,42,0-4 yr,0.5
California,2014-15,2014,43,0-4 yr,0.5
California,2014-15,2014,44,0-4 yr,0
California,2014-15,2014,45,0-4 yr,0.5
California,2014-15,2014,46,0-4 yr,0
California,2014-15,2014,47,0-4 yr,0
California,2014-15,2014,48,0-4 yr,0
California,2014-15,2014,49,0-4 yr,1
California,2014-15,2014,50,0-4 yr,0.5
California,2014-15,2014,51,0-4 yr,1.5
California,2014-15,2014,52,0-4 yr,0.5
California,2014-15,2014,53,0-4 yr,2
California,2014-15,2015,1,0-4 yr,4.5
California,2014-15,2015,2,0-4 yr,3.5
California,2014-15,2015,3,0-4 yr,5
California,2014-15,2015,4,0-4 yr,6.9
California,2014-15,2015,5,0-4 yr,2.5
California,2014-15,2015,6,0-4 yr,6
California,2014-15,2015,7,0-4 yr,3.5
California,2014-15,2015,8,0-4 yr,2
California,2014-15,2015,9,0-4 yr,0.5
California,2014-15,2015,10,0-4 yr,2
California,2014-15,2015,11,0-4 yr,0
California,2014-15,2015,12,0-4 yr,0.5
California,2014-15,2015,13,0-4 yr,1.5
California,2014-15,2015,14,0-4 yr,0.5
California,2014-15,2015,15,0-4 yr,1.5
California,2014-15,2015,16,0-4 yr,0
California,2014-15,2015,17,0-4 yr,0
California,2014-15,2014,40,5-17 yr,0
California,2014-15,2014,41,5-17 yr,0
California,2014-15,2014,42,5-17 yr,0
California,2014-15,2014,43,5-17 yr,0
California,2014-15,2014,44,5-17 yr,0
California,2014-15,2014,45,5-17 yr,0
California,2014-15,2014,46,5-17 yr,0
California,2014-15,2014,47,5-17 yr,0
California,2014-15,2014,48,5-17 yr,0.2
California,2014-15,2014,49,5-17 yr,0
California,2014-15,2014,50,5-17 yr,0
California,2014-15,2014,51,5-17 yr,0
California,2014-15,2014,52,5-17 yr,0.8
California,2014-15,2014,53,5-17 yr,0.6
California,2014-15,2015,1,5-17 yr,1.7
California,2014-15,2015,2,5-17 yr,1.5
California,2014-15,2015,3,5-17 yr,1.2
California,2014-15,2015,4,5-17 yr,1.4
California,2014-15,2015,5,5-17 yr,1.5
California,2014-15,2015,6,5-17 yr,0.6
California,2014-15,2015,7,5-17 yr,0.4
California,2014-15,2015,8,5-17 yr,0.8
California,2014-15,2015,9,5-17 yr,0.2
California,2014-15,2015,10,5-17 yr,0.2
California,2014-15,2015,11,5-17 yr,0
California,2014-15,2015,12,5-17 yr,0.2
California,2014-15,2015,13,5-17 yr,0
California,2014-15,2015,14,5-17 yr,0
California,2014-15,2015,15,5-17 yr,0
California,2014-15,2015,16,5-17 yr,0
California,2014-15,2015,17,5-17 yr,0.4
California,2014-15,2014,40,18-49 yr,0
California,2014-15,2014,41,18-49 yr,0
California,2014-15,2014,42,18-49 yr,0
California,2014-15,2014,43,18-49 yr,0
California,2014-15,2014,44,18-49 yr,0
California,2014-15,2014,45,18-49 yr,0
California,2014-15,2014,46,18-49 yr,0
California,2014-15,2014,47,18-49 yr,0
California,2014-15,2014,48,18-49 yr,0.1
California,2014-15,2014,49,18-49 yr,0.1
California,2014-15,2014,50,18-49 yr,0.1
California,2014-15,2014,51,18-49 yr,0.1
California,2014-15,2014,52,18-49 yr,0.4
California,2014-15,2014,53,18-49 yr,0.6
California,2014-15,2015,1,18-49 yr,1
California,2014-15,2015,2,18-49 yr,1.1
California,2014-15,2015,3,18-49 yr,0.8
California,2014-15,2015,4,18-49 yr,1.4
California,2014-15,2015,5,18-49 yr,1.3
California,2014-15,2015,6,18-49 yr,1
California,2014-15,2015,7,18-49 yr,0.5
California,2014-15,2015,8,18-49 yr,0.2
California,2014-15,2015,9,18-49 yr,0.2
California,2014-15,2015,10,18-49 yr,0.3
California,2014-15,2015,11,18-49 yr,0
California,2014-15,2015,12,18-49 yr,0.2
California,2014-15,2015,13,18-49 yr,0.1
California,2014-15,2015,14,18-49 yr,0.2
California,2014-15,2015,15,18-49 yr,0
California,2014-15,2015,16,18-49 yr,0.2
California,2014-15,2015,17,18-49 yr,0.2
California,2014-15,2014,40,50-64 yr,0
California,2014-15,2014,41,50-64 yr,0.1
California,2014-15,2014,42,50-64 yr,0.1
California,2014-15,2014,43,50-64 yr,0.1
California,2014-15,2014,44,50-64 yr,0
California,2014-15,2014,45,50-64 yr,0
California,2014-15,2014,46,50-64 yr,0.3
California,2014-15,2014,47,50-64 yr,0
California,2014-15,2014,48,50-64 yr,0
California,2014-15,2014,49,50-64 yr,0
California,2014-15,2014,50,50-64 yr,0.1
California,2014-15,2014,51,50-64 yr,0.1
California,2014-15,2014,52,50-64 yr,0.4
California,2014-15,2014,53,50-64 yr,1.6
California,2014-15,2015,1,50-64 yr,3.7
California,2014-15,2015,2,50-64 yr,4.8
California,2014-15,2015,3,50-64 yr,3.7
California,2014-15,2015,4,50-64 yr,4.3
California,2014-15,2015,5,50-64 yr,2.3
California,2014-15,2015,6,50-64 yr,1.9
California,2014-15,2015,7,50-64 yr,1.2
California,2014-15,2015,8,50-64 yr,1.2
California,2014-15,2015,9,50-64 yr,0.3
California,2014-15,2015,10,50-64 yr,1
California,2014-15,2015,11,50-64 yr,0.3
